grant_id,employee_id,system_id,access_level,request_ticket,date_granted,approver_id,access_end_date
G201930,E11040,TMS,Standard User,RITM101982,2025-01-02,E10791,2025-08-18
G201931,E11187,GL01,Administrator,RITM102688,2025-01-02,E10765,2025-01-03
G201932,E10013,TMS,Superuser,RITM102380,2025-01-03,E10324,2025-01-07
G201933,E10561,GL01,Superuser,RITM102526,2025-01-03,E10765,2025-01-06
G201934,E10725,TMS,Power User,RITM101371,2025-01-03,E10179,
G201935,E10929,LSP,Read Only,RITM101787,2025-01-03,E11136,
G201936,E10989,GL01,Read Only,RITM101890,2025-01-03,E10966,
G201937,E10909,LSP,Read Only,RITM101742,2025-01-06,E10968,
G201938,E11157,LSP,Read Only,RITM102190,2025-01-06,,2025-02-28
G201939,E11165,LSP,Power User,RITM102206,2025-01-06,E10107,2025-02-10
G201940,E10563,LSP,Database Administrator,RITM102528,2025-01-07,E10765,2025-02-21
G201941,E10710,LSP,Power User,RITM101345,2025-01-07,E10449,
G201942,E10103,LSP,Standard User,RITM100183,2025-01-08,E10317,
G201943,E10310,FCR,Power User,RITM100566,2025-01-08,,
G201944,E10314,LSP,Power User,RITM100576,2025-01-08,E10034,2025-02-25
G201945,E10508,FCR,Standard User,RITM100955,2025-01-08,E11082,
G201946,E11023,LSP,Power User,RITM101953,2025-01-08,E11138,2025-02-19
G201947,E10023,TMS,Database Administrator,RITM102385,2025-01-09,E10765,2025-01-13
G201948,E10065,GL01,Read Only,RITM100111,2025-01-09,E10683,2025-09-25
G201949,E10199,FCR,Power User,RITM100370,2025-01-09,E10773,
G201950,E10219,TMS,Power User,RITM100414,2025-01-09,E10603,
G201951,E10310,TMS,Standard User,RITM100568,2025-01-09,E10289,
G201952,E10371,LSP,Standard User,RITM100677,2025-01-09,E10200,
G201953,E10563,GL01,Superuser,RITM102530,2025-01-09,E11086,2025-01-13
G201954,E11074,GL01,Administrator,RITM102662,2025-01-09,E11086,2025-01-10
G201955,E11215,GL01,Superuser,RITM102700,2025-01-09,E10765,2025-01-13
G201956,E10103,GL01,Standard User,RITM100184,2025-01-10,E10745,
G201957,E10180,LSP,Database Administrator,RITM102419,2025-01-10,E10324,
G201958,E10334,TMS,Database Administrator,RITM102467,2025-01-10,E10765,
G201959,E10478,FCR,Standard User,RITM100896,2025-01-10,E10100,2025-08-01
G201960,E10808,FCR,Read Only,RITM101539,2025-01-10,E11231,2025-03-17
G201961,E11224,LSP,Power User,RITM102316,2025-01-10,E10706,
G201962,E10310,GL01,Standard User,RITM100567,2025-01-13,E10791,2025-10-07
G201963,E10334,GL01,Administrator,RITM102466,2025-01-13,E10324,
G201964,E10337,FCR,Database Administrator,RITM102469,2025-01-13,E10324,2025-01-14
G201965,E10406,LSP,Administrator,RITM102481,2025-01-13,E11086,2025-01-14
G201966,E10890,GL01,Administrator,RITM102618,2025-01-13,E10765,
G201967,E10962,LSP,Standard User,RITM101847,2025-01-13,E10371,2025-02-10
G201968,E11035,TMS,Standard User,RITM101974,2025-01-13,,
G201969,E10176,TMS,Standard User,RITM100326,2025-01-14,E11138,
G201970,E10279,TMS,Superuser,RITM102446,2025-01-14,E10669,2025-01-22
G201971,E10040,TMS,Administrator,RITM102391,2025-01-15,E10324,2025-01-22
G201972,E10135,LSP,Database Administrator,RITM102415,2025-01-15,E10765,2025-01-21
G201973,E10140,GL01,Standard User,RITM100255,2025-01-15,E10542,
G201974,E10583,LSP,Power User,RITM101095,2025-01-15,E10831,
G201975,E10757,LSP,Superuser,RITM102584,2025-01-15,E10324,2025-01-17
G201976,E10919,LSP,Read Only,RITM101766,2025-01-15,E10575,
G201977,E10140,TMS,Standard User,RITM100254,2025-01-16,E10357,
G201978,E10173,FCR,Standard User,RITM100317,2025-01-16,E10934,
G201979,E10828,FCR,Administrator,RITM102608,2025-01-16,E10765,2025-01-22
G201980,E11219,LSP,Administrator,RITM102702,2025-01-16,E10324,2025-06-13
G201981,E11228,TMS,Power User,RITM102326,2025-01-16,E10867,
G201982,E10537,TMS,Standard User,RITM101006,2025-01-17,E10752,
G201983,E11170,FCR,Superuser,RITM102679,2025-01-17,E10324,
G201984,E11245,TMS,Read Only,RITM102365,2025-01-17,E10304,
G201985,E11245,FCR,Read Only,RITM102366,2025-01-17,E10762,
G201986,E10049,LSP,Database Administrator,RITM102394,2025-01-21,E10324,2025-01-22
G201987,E10910,LSP,Read Only,RITM101744,2025-01-21,E10044,
G201988,E10984,LSP,Administrator,RITM102641,2025-01-21,E11086,
G201989,E11245,GL01,Standard User,RITM102364,2025-01-21,E10288,
G201990,E10266,GL01,Administrator,RITM102441,2025-01-22,E10141,2025-01-27
G201991,E10942,LSP,Read Only,RITM101811,2025-01-22,E10762,
G201992,E11062,GL01,Standard User,RITM102016,2025-01-23,E10934,
G201993,E11206,GL01,Administrator,RITM102694,2025-01-23,E10669,2025-01-24
G201994,E10969,LSP,Read Only,RITM101859,2025-01-24,E10587,
G201995,E11000,FCR,Read Only,RITM101910,2025-01-24,E10966,
G201996,E10056,GL01,Standard User,RITM100095,2025-01-27,E10221,2025-02-24
G201997,E10331,LSP,Database Administrator,RITM102462,2025-01-27,E10765,2025-01-28
G201998,E10468,LSP,Superuser,RITM102511,2025-01-27,E10324,2025-01-30
G201999,E10577,LSP,Power User,RITM101084,2025-01-27,E10200,2025-02-07
G202000,E10771,GL01,Standard User,RITM101464,2025-01-27,E10179,
G202001,E10914,LSP,Read Only,RITM101753,2025-01-27,E10221,
G202002,E10951,FCR,Superuser,RITM102631,2025-01-27,E10669,
G202003,E10063,TMS,Power User,RITM100107,2025-01-28,E10716,2025-03-25
G202004,E10415,TMS,Read Only,RITM100762,2025-01-28,E10069,
G202005,E11000,GL01,Standard User,RITM101911,2025-01-28,E10357,
G202006,E11000,TMS,Read Only,RITM101912,2025-01-28,E10317,
G202007,E11201,TMS,Standard User,RITM102275,2025-01-28,E10044,
G202008,E10538,FCR,Read Only,RITM101010,2025-01-29,E10122,2025-10-08
G202009,E10624,TMS,Standard User,RITM101174,2025-01-29,E10017,2025-03-11
G202010,E10624,LSP,Superuser,RITM102548,2025-01-29,E10765,2025-01-30
G202011,E10109,FCR,Power User,RITM100197,2025-01-30,E10288,2025-05-21
G202012,E10364,GL01,Read Only,RITM100665,2025-01-30,,
G202013,E10457,GL01,Database Administrator,RITM102505,2025-01-30,E10669,
G202014,E11033,GL01,Read Only,RITM101970,2025-01-30,E10885,
G202015,E10013,FCR,Administrator,RITM102382,2025-01-31,E10141,2025-04-08
G202016,E10544,FCR,Power User,RITM101022,2025-01-31,E10083,2025-02-21
G202017,E10901,GL01,Standard User,RITM101726,2025-01-31,E10197,
G202018,E11052,LSP,Standard User,RITM102003,2025-01-31,E10146,
G202019,E10047,LSP,Read Only,RITM100080,2025-02-03,E10107,
G202020,E10279,LSP,Administrator,RITM102447,2025-02-03,E11086,2025-08-28
G202021,E10379,GL01,Administrator,RITM102474,2025-02-03,E10324,2025-02-06
G202022,E10466,LSP,Standard User,RITM100869,2025-02-03,E10179,
G202023,E10620,LSP,Database Administrator,RITM102541,2025-02-03,E10765,
G202024,E10817,FCR,Standard User,RITM101562,2025-02-03,E11138,
G202025,E11089,LSP,Standard User,RITM102068,2025-02-03,,
G202026,E11089,GL01,Read Only,RITM102069,2025-02-03,E10197,
G202027,E10049,TMS,Database Administrator,RITM102395,2025-02-04,E10669,2025-02-07
G202028,E10563,TMS,Administrator,RITM102529,2025-02-04,E10141,2025-02-11
G202029,E11017,GL01,Power User,RITM101939,2025-02-04,E10102,2025-05-13
G202030,E11017,TMS,Read Only,RITM101940,2025-02-04,E10764,
G202031,E10126,FCR,Standard User,RITM100232,2025-02-05,E10716,
G202032,E10445,TMS,Standard User,RITM100824,2025-02-05,E10745,
G202033,E10445,FCR,Power User,RITM100826,2025-02-05,E10107,
G202034,E11199,FCR,Database Administrator,RITM102692,2025-02-05,E10141,
G202035,E11247,GL01,Administrator,RITM102705,2025-02-05,E11086,2025-02-12
G202036,E10013,FCR,Administrator,RITM102381,2025-02-06,E10324,2025-02-13
G202037,E10563,FCR,Administrator,RITM102527,2025-02-06,E10324,2025-02-20
G202038,E11033,LSP,Superuser,RITM102649,2025-02-06,E10765,2025-02-11
G202039,E11197,FCR,Administrator,RITM102691,2025-02-06,E10765,2025-02-07
G202040,E10624,LSP,Superuser,RITM102547,2025-02-07,E11086,2025-03-12
G202041,E10665,FCR,Power User,RITM101258,2025-02-07,E11032,
G202042,E10740,FCR,Read Only,RITM101402,2025-02-07,E10664,2025-06-18
G202043,E10976,LSP,Database Administrator,RITM102638,2025-02-07,E10324,
G202044,E11075,LSP,Superuser,RITM102665,2025-02-07,E10669,
G202045,E10029,FCR,Standard User,RITM100045,2025-02-10,E10100,
G202046,E10029,LSP,Standard User,RITM100046,2025-02-10,E11231,
G202047,E10094,GL01,Power User,RITM100167,2025-02-10,E10146,2025-04-29
G202048,E10445,GL01,Standard User,RITM100825,2025-02-10,E10762,
G202049,E10740,GL01,Read Only,RITM101403,2025-02-10,E10122,2025-06-16
G202050,E10638,GL01,Standard User,RITM101197,2025-02-11,E10069,2025-10-20
G202051,E10665,TMS,Power User,RITM101257,2025-02-11,E11069,
G202052,E10714,FCR,Database Administrator,RITM102575,2025-02-11,E10141,
G202053,E10790,LSP,Read Only,RITM101508,2025-02-11,E10371,
G202054,E10935,TMS,Read Only,RITM101798,2025-02-11,E11136,
G202055,E10029,GL01,Standard User,RITM100047,2025-02-12,E11069,
G202056,E10740,LSP,Standard User,RITM101404,2025-02-12,E10246,2025-06-23
G202057,E10906,GL01,Database Administrator,RITM102623,2025-02-12,E10324,
G202058,E11247,LSP,Power User,RITM102370,2025-02-13,E10171,2025-03-21
G202059,E10624,TMS,Administrator,RITM102546,2025-02-14,E10669,2025-02-20
G202060,E10958,FCR,Database Administrator,RITM102634,2025-02-14,E10141,2025-04-02
G202061,E10972,LSP,Read Only,RITM101865,2025-02-14,E10317,
G202062,E10115,LSP,Superuser,RITM102406,2025-02-18,E10669,2025-02-21
G202063,E10461,GL01,Administrator,RITM102508,2025-02-18,E10765,2025-02-25
G202064,E10886,LSP,Standard User,RITM101696,2025-02-18,E11138,
G202065,E10049,LSP,Administrator,RITM102396,2025-02-20,E10324,
G202066,E10082,LSP,Power User,RITM100137,2025-02-20,E10317,
G202067,E10346,GL01,Standard User,RITM100629,2025-02-20,E10100,
G202068,E10592,LSP,Standard User,RITM101108,2025-02-20,E11223,2025-07-29
G202069,E10873,GL01,Power User,RITM101666,2025-02-20,E10575,
G202070,E10592,FCR,Standard User,RITM101110,2025-02-21,E10831,2025-07-30
G202071,E10632,LSP,Administrator,RITM102558,2025-02-21,E10669,
G202072,E10658,TMS,Read Only,RITM101242,2025-02-21,E11223,2025-05-28
G202073,E10800,FCR,Database Administrator,RITM102593,2025-02-21,E10765,
G202074,E10856,LSP,Standard User,RITM101632,2025-02-21,E10034,2025-03-06
G202075,E10868,LSP,Power User,RITM101653,2025-02-21,E10587,
G202076,E10898,GL01,Power User,RITM101718,2025-02-21,E10102,
G202077,E11115,FCR,Administrator,RITM102671,2025-02-21,E11086,
G202078,E10284,TMS,Administrator,RITM102450,2025-02-24,E11086,
G202079,E10490,GL01,Power User,RITM100925,2025-02-24,E10745,
G202080,E10592,GL01,Standard User,RITM101109,2025-02-24,,2025-07-29
G202081,E10739,FCR,Standard User,RITM101401,2025-02-24,E11111,2025-10-31
G202082,E10750,LSP,Read Only,RITM101423,2025-02-24,E10171,
G202083,E10890,TMS,Database Administrator,RITM102617,2025-02-24,E10765,
G202084,E10426,GL01,Administrator,RITM102492,2025-02-25,E10141,2025-10-31
G202085,E10652,GL01,Read Only,RITM101227,2025-02-25,E10187,
G202086,E11219,TMS,Database Administrator,RITM102703,2025-02-25,E10324,2025-03-04
G202087,E10720,LSP,Standard User,RITM101361,2025-02-26,E11069,
G202088,E10958,GL01,Administrator,RITM102633,2025-02-26,E11086,2025-02-28
G202089,E11217,LSP,Read Only,RITM102303,2025-02-26,E10542,2025-09-26
G202090,E10287,GL01,Power User,RITM100531,2025-02-27,E10791,
G202091,E10958,FCR,Standard User,RITM101841,2025-02-27,E11082,2025-04-01
G202092,E10958,TMS,Administrator,RITM102635,2025-02-27,E10765,2025-03-04
G202093,E11206,LSP,Administrator,RITM102693,2025-02-27,E10765,2025-03-04
G202094,E11035,LSP,Administrator,RITM102653,2025-02-28,E10669,
G202095,E11212,GL01,Standard User,RITM102292,2025-02-28,E10965,
G202096,E10717,LSP,Read Only,RITM101357,2025-03-03,E10348,
G202097,E10948,GL01,Standard User,RITM101823,2025-03-03,E10981,
G202098,E10144,GL01,Read Only,RITM100263,2025-03-04,E11069,
G202099,E10322,GL01,Power User,RITM100590,2025-03-04,E10773,2025-03-27
G202100,E10561,FCR,Administrator,RITM102525,2025-03-04,E10765,2025-03-06
G202101,E11212,LSP,Read Only,RITM102293,2025-03-04,E10100,
G202102,E10144,FCR,Read Only,RITM100262,2025-03-05,E11136,
G202103,E10885,LSP,Standard User,RITM101694,2025-03-05,E11016,
G202104,E10048,GL01,Power User,RITM100082,2025-03-06,E10100,
G202105,E11020,LSP,Read Only,RITM101948,2025-03-06,E10146,
G202106,E11187,FCR,Read Only,RITM102249,2025-03-06,E10357,
G202107,E10144,LSP,Standard User,RITM100261,2025-03-07,E10317,
G202108,E10190,LSP,Standard User,RITM100349,2025-03-07,E10867,
G202109,E10450,LSP,Read Only,RITM100836,2025-03-07,E10882,
G202110,E11014,LSP,Superuser,RITM102647,2025-03-07,E10669,2025-03-13
G202111,E11122,GL01,Read Only,RITM102124,2025-03-07,E10587,2025-05-13
G202112,E10190,GL01,Power User,RITM100350,2025-03-10,E10044,
G202113,E10712,TMS,Standard User,RITM101347,2025-03-10,E10348,
G202114,E10912,FCR,Standard User,RITM101747,2025-03-10,E10716,
G202115,E11036,LSP,Superuser,RITM102655,2025-03-10,E10324,2025-03-11
G202116,E11094,LSP,Administrator,RITM102668,2025-03-11,E11086,2025-03-17
G202117,E11155,LSP,Power User,RITM102186,2025-03-11,E11231,2025-12-04
G202118,E10352,FCR,Read Only,RITM100639,2025-03-12,E10017,2025-07-07
G202119,E10802,FCR,Administrator,RITM102596,2025-03-12,E10669,
G202120,E11215,TMS,Administrator,RITM102701,2025-03-12,E10324,2025-03-18
G202121,E10046,FCR,Standard User,RITM100079,2025-03-13,,
G202122,E10270,GL01,Administrator,RITM102443,2025-03-13,E10765,
G202123,E10291,LSP,Superuser,RITM102455,2025-03-13,E10324,
G202124,E10774,LSP,Database Administrator,RITM102588,2025-03-13,E11086,
G202125,E11173,TMS,Read Only,RITM102219,2025-03-13,E10100,
G202126,E11188,TMS,Standard User,RITM102253,2025-03-13,E10069,
G202127,E10411,LSP,Administrator,RITM102487,2025-03-14,E10141,2025-03-19
G202128,E10585,GL01,Standard User,RITM101097,2025-03-14,E11082,
G202129,E10777,LSP,Read Only,RITM101479,2025-03-14,,
G202130,E10430,FCR,Standard User,RITM100794,2025-03-17,E10114,
G202131,E10630,TMS,Administrator,RITM102556,2025-03-17,E10324,
G202132,E11173,FCR,Standard User,RITM102220,2025-03-17,E10648,
G202133,E11215,GL01,Administrator,RITM102699,2025-03-17,E10141,2025-03-21
G202134,E10291,FCR,Database Administrator,RITM102454,2025-03-18,E10669,
G202135,E10430,GL01,Standard User,RITM100795,2025-03-18,E10882,
G202136,E10735,LSP,Database Administrator,RITM102580,2025-03-18,E10765,
G202137,E10774,GL01,Administrator,RITM102589,2025-03-18,E11086,
G202138,E10802,TMS,Database Administrator,RITM102595,2025-03-18,E10669,
G202139,E11006,LSP,Administrator,RITM102644,2025-03-18,E10141,
G202140,E10174,LSP,Database Administrator,RITM102416,2025-03-19,E10141,2025-03-20
G202141,E10430,LSP,Standard User,RITM100793,2025-03-19,E11138,
G202142,E10211,LSP,Database Administrator,RITM102422,2025-03-20,E10669,
G202143,E11014,TMS,Superuser,RITM102646,2025-03-20,E10765,
G202144,E11199,GL01,Standard User,RITM102273,2025-03-20,E11043,
G202145,E10499,LSP,Power User,RITM100940,2025-03-21,E11111,
G202146,E11008,LSP,Power User,RITM101928,2025-03-21,E10357,
G202147,E10639,LSP,Superuser,RITM102562,2025-03-24,E10669,2025-03-28
G202148,E11094,LSP,Administrator,RITM102667,2025-03-24,E11086,2025-03-28
G202149,E10752,LSP,Power User,RITM101429,2025-03-25,E11016,
G202150,E10964,LSP,Standard User,RITM101851,2025-03-25,E10648,
G202151,E11029,LSP,Standard User,RITM101964,2025-03-25,E11069,
G202152,E10045,LSP,Read Only,RITM100078,2025-03-26,E10934,2025-05-27
G202153,E10308,LSP,Standard User,RITM100564,2025-03-26,E10885,
G202154,E10426,TMS,Administrator,RITM102493,2025-03-26,E10669,2025-03-28
G202155,E10468,FCR,Administrator,RITM102510,2025-03-26,E10324,
G202156,E10927,LSP,Database Administrator,RITM102627,2025-03-26,E10765,2025-04-01
G202157,E10253,FCR,Administrator,RITM102435,2025-03-27,E11086,2025-04-02
G202158,E10646,LSP,Read Only,RITM101214,2025-03-27,E10371,2025-06-03
G202159,E10218,GL01,Read Only,RITM100411,2025-03-28,E10107,2025-12-15
G202160,E10639,FCR,Database Administrator,RITM102561,2025-03-28,E10324,2025-07-15
G202161,E10395,LSP,Standard User,RITM100715,2025-03-31,E10664,
G202162,E10600,TMS,Administrator,RITM102537,2025-03-31,E10324,2025-04-04
G202163,E10035,LSP,Administrator,RITM102387,2025-04-02,E11086,2025-04-09
G202164,E10751,GL01,Standard User,RITM101427,2025-04-02,E10034,
G202165,E11013,LSP,Read Only,RITM101934,2025-04-02,E10059,2025-06-13
G202166,E10376,LSP,Superuser,RITM102472,2025-04-03,E11086,
G202167,E11137,LSP,Standard User,RITM102150,2025-04-03,E11043,2025-09-16
G202168,E11175,GL01,Read Only,RITM102227,2025-04-03,E11032,2025-07-21
G202169,E10650,GL01,Standard User,RITM101223,2025-04-04,,
G202170,E10676,FCR,Administrator,RITM102570,2025-04-04,E11086,2025-06-17
G202171,E10774,FCR,Superuser,RITM102591,2025-04-04,E10141,2025-04-08
G202172,E10859,GL01,Standard User,RITM101636,2025-04-07,E10965,2025-10-17
G202173,E10211,TMS,Administrator,RITM102424,2025-04-08,E10765,
G202174,E10227,LSP,Power User,RITM100426,2025-04-08,,
G202175,E10654,TMS,Administrator,RITM102564,2025-04-08,E10765,2025-04-10
G202176,E10859,LSP,Standard User,RITM101635,2025-04-08,E10965,2025-10-22
G202177,E10216,GL01,Read Only,RITM100405,2025-04-09,E11223,
G202178,E10307,FCR,Database Administrator,RITM102459,2025-04-09,E10141,
G202179,E10635,GL01,Power User,RITM101191,2025-04-09,E10034,
G202180,E11236,FCR,Power User,RITM102344,2025-04-09,E10179,2025-08-22
G202181,E11243,FCR,Read Only,RITM102360,2025-04-09,E11111,2025-07-15
G202182,E10599,GL01,Standard User,RITM101123,2025-04-10,E10221,2025-06-06
G202183,E10642,LSP,Standard User,RITM101206,2025-04-10,E11136,2025-07-30
G202184,E11180,FCR,Superuser,RITM102684,2025-04-11,E10141,2025-04-21
G202185,E10379,TMS,Database Administrator,RITM102476,2025-04-14,E11086,
G202186,E11197,LSP,Administrator,RITM102689,2025-04-14,E11086,2025-04-17
G202187,E10621,LSP,Standard User,RITM101168,2025-04-15,E10044,
G202188,E11234,LSP,Standard User,RITM102338,2025-04-15,E10773,
G202189,E11234,GL01,Standard User,RITM102339,2025-04-15,E10107,
G202190,E10592,TMS,Read Only,RITM101111,2025-04-16,E10114,2025-07-30
G202191,E10112,LSP,Read Only,RITM100203,2025-04-17,E10648,
G202192,E10126,FCR,Database Administrator,RITM102408,2025-04-17,E10324,
G202193,E10621,GL01,Standard User,RITM101169,2025-04-17,E10083,
G202194,E10784,LSP,Read Only,RITM101495,2025-04-17,E10682,
G202195,E10811,TMS,Standard User,RITM101544,2025-04-17,E10882,
G202196,E10896,GL01,Power User,RITM101713,2025-04-17,E10542,
G202197,E10444,FCR,Read Only,RITM100823,2025-04-21,E10934,
G202198,E10492,LSP,Standard User,RITM100927,2025-04-21,E10882,
G202199,E10609,TMS,Read Only,RITM101146,2025-04-21,E10069,
G202200,E10029,FCR,Read Only,RITM100048,2025-04-22,E10934,2025-10-15
G202201,E10035,FCR,Administrator,RITM102390,2025-04-22,E11086,2025-04-24
G202202,E10764,LSP,Power User,RITM101450,2025-04-22,E10831,
G202203,E11168,LSP,Administrator,RITM102678,2025-04-22,E10669,2025-04-28
G202204,E10411,LSP,Superuser,RITM102485,2025-04-23,E10669,2025-04-29
G202205,E10984,TMS,Superuser,RITM102642,2025-04-23,E10669,2025-04-24
G202206,E10378,FCR,Standard User,RITM100690,2025-04-24,E10288,
G202207,E10574,LSP,Power User,RITM101076,2025-04-24,E10762,
G202208,E10698,LSP,Standard User,RITM101327,2025-04-25,E10575,
G202209,E10280,GL01,Standard User,RITM100516,2025-04-28,E10371,
G202210,E10687,GL01,Power User,RITM101307,2025-04-28,E10083,2025-06-13
G202211,E10976,LSP,Database Administrator,RITM102640,2025-04-28,E10669,
G202212,E10380,LSP,Power User,RITM100694,2025-04-29,E10114,2025-10-24
G202213,E10426,LSP,Administrator,RITM102495,2025-04-29,E10141,2025-05-05
G202214,E10545,FCR,Standard User,RITM101023,2025-04-29,E10581,
G202215,E10688,GL01,Superuser,RITM102572,2025-04-29,E10669,
G202216,E10070,LSP,Standard User,RITM100118,2025-04-30,E10981,
G202217,E11014,GL01,Administrator,RITM102645,2025-04-30,E10765,2025-05-02
G202218,E10714,LSP,Read Only,RITM101352,2025-05-02,E10323,
G202219,E10095,LSP,Superuser,RITM102402,2025-05-05,E10669,2025-05-06
G202220,E10946,GL01,Power User,RITM101818,2025-05-05,E11231,
G202221,E10184,LSP,Standard User,RITM100340,2025-05-06,E10069,2025-11-12
G202222,E11024,LSP,Power User,RITM101956,2025-05-06,E11138,
G202223,E10800,LSP,Database Administrator,RITM102594,2025-05-07,E11086,2025-05-08
G202224,E10372,GL01,Standard User,RITM100680,2025-05-08,E10017,
G202225,E10427,LSP,Standard User,RITM100784,2025-05-08,E10317,
G202226,E10427,GL01,Standard User,RITM100785,2025-05-08,E11003,
G202227,E10566,GL01,Administrator,RITM102531,2025-05-08,E10141,2025-05-15
G202228,E10753,TMS,Administrator,RITM102582,2025-05-08,E10141,2025-05-14
G202229,E10912,LSP,Database Administrator,RITM102624,2025-05-08,E10765,
G202230,E11001,LSP,Power User,RITM101914,2025-05-08,E10034,
G202231,E10427,TMS,Power User,RITM100786,2025-05-09,E10965,
G202232,E10743,FCR,Read Only,RITM101412,2025-05-09,E10187,2025-12-09
G202233,E11059,LSP,Standard User,RITM102013,2025-05-09,E10107,
G202234,E10202,GL01,Read Only,RITM100374,2025-05-12,E10348,
G202235,E10406,FCR,Superuser,RITM102482,2025-05-12,E10324,2025-05-19
G202236,E10426,FCR,Superuser,RITM102494,2025-05-12,E10669,2025-05-16
G202237,E10441,LSP,Superuser,RITM102497,2025-05-12,E10324,2025-05-13
G202238,E10734,LSP,Read Only,RITM101390,2025-05-12,E10114,
G202239,E11170,LSP,Database Administrator,RITM102680,2025-05-12,E10669,2025-05-16
G202240,E11230,TMS,Read Only,RITM102331,2025-05-12,E10587,
G202241,E10524,FCR,Superuser,RITM102519,2025-05-13,E11086,2025-10-16
G202242,E10600,TMS,Database Administrator,RITM102539,2025-05-13,E10141,2025-05-14
G202243,E10952,TMS,Standard User,RITM101831,2025-05-13,E10682,
G202244,E11156,LSP,Standard User,RITM102188,2025-05-13,E11032,
G202245,E11197,TMS,Administrator,RITM102690,2025-05-14,E10141,2025-05-16
G202246,E10224,TMS,Administrator,RITM102432,2025-05-15,E10669,2025-07-28
G202247,E10040,GL01,Superuser,RITM102393,2025-05-16,E10765,2025-05-19
G202248,E10400,GL01,Standard User,RITM100731,2025-05-16,E10885,
G202249,E10546,TMS,Standard User,RITM101025,2025-05-16,E10069,
G202250,E10735,LSP,Database Administrator,RITM102579,2025-05-16,E11086,
G202251,E10154,GL01,Power User,RITM100285,2025-05-19,E10304,
G202252,E10192,GL01,Power User,RITM100354,2025-05-19,E10449,
G202253,E10546,GL01,Read Only,RITM101024,2025-05-19,E11003,2025-09-10
G202254,E10628,LSP,Power User,RITM101179,2025-05-19,E11032,
G202255,E10953,GL01,Read Only,RITM101834,2025-05-19,E10716,2025-08-13
G202256,E10277,LSP,Power User,RITM100510,2025-05-20,E10762,
G202257,E11019,GL01,Power User,RITM101946,2025-05-20,E10885,
G202258,E11027,LSP,Standard User,RITM101959,2025-05-20,E10966,
G202259,E10453,GL01,Database Administrator,RITM102501,2025-05-21,E11086,2025-12-26
G202260,E10604,GL01,Standard User,RITM101135,2025-05-21,,
G202261,E10836,GL01,Read Only,RITM101599,2025-05-21,E11032,2025-09-17
G202262,E10836,LSP,Standard User,RITM101600,2025-05-21,E10752,2025-09-12
G202263,E10868,GL01,Read Only,RITM101654,2025-05-21,E10069,
G202264,E10041,GL01,Standard User,RITM100071,2025-05-22,E10965,
G202265,E10132,GL01,Database Administrator,RITM102412,2025-05-22,E10765,
G202266,E10397,GL01,Power User,RITM100722,2025-05-22,E10246,
G202267,E11003,LSP,Read Only,RITM101917,2025-05-23,E11032,2025-07-10
G202268,E11074,GL01,Read Only,RITM102039,2025-05-23,E10380,
G202269,E10485,GL01,Standard User,RITM100910,2025-05-27,E10882,
G202270,E10249,GL01,Power User,RITM100465,2025-05-28,E10650,
G202271,E10410,LSP,Administrator,RITM102483,2025-05-28,E10669,
G202272,E10738,FCR,Read Only,RITM101399,2025-05-28,E10831,
G202273,E10872,GL01,Standard User,RITM101662,2025-05-28,E10575,2025-07-18
G202274,E10197,LSP,Power User,RITM100365,2025-05-29,E10044,
G202275,E10668,LSP,Power User,RITM101264,2025-05-29,E10146,
G202276,E10686,FCR,Read Only,RITM101303,2025-05-29,E11069,
G202277,E10714,GL01,Superuser,RITM102576,2025-05-29,E10141,
G202278,E11074,FCR,Database Administrator,RITM102664,2025-05-29,E10141,
G202279,E10281,LSP,Read Only,RITM100517,2025-05-30,E11032,
G202280,E10487,GL01,Standard User,RITM100916,2025-05-30,E10357,
G202281,E10513,TMS,Superuser,RITM102516,2025-05-30,E10765,2025-12-09
G202282,E10032,GL01,Power User,RITM100051,2025-06-02,E10745,
G202283,E10032,TMS,Standard User,RITM100052,2025-06-02,E10882,
G202284,E10512,GL01,Read Only,RITM100960,2025-06-02,E10966,
G202285,E10654,FCR,Superuser,RITM102563,2025-06-02,E10141,2025-06-06
G202286,E10810,LSP,Administrator,RITM102603,2025-06-02,E10669,2025-06-09
G202287,E11133,GL01,Database Administrator,RITM102677,2025-06-02,E11086,
G202288,E11035,LSP,Administrator,RITM102652,2025-06-03,E10324,
G202289,E11036,TMS,Superuser,RITM102656,2025-06-03,E10765,2025-06-09
G202290,E11115,TMS,Superuser,RITM102674,2025-06-03,E10141,
G202291,E10106,FCR,Standard User,RITM100190,2025-06-04,E11003,
G202292,E10418,LSP,Standard User,RITM100767,2025-06-04,E10644,
G202293,E10453,TMS,Superuser,RITM102503,2025-06-04,E11086,2025-06-06
G202294,E10644,LSP,Standard User,RITM101210,2025-06-04,E10289,
G202295,E10654,GL01,Administrator,RITM102565,2025-06-04,E10141,2025-06-06
G202296,E11182,GL01,Standard User,RITM102241,2025-06-05,E10171,
G202297,E10113,TMS,Power User,RITM100207,2025-06-09,E11082,
G202298,E10279,FCR,Administrator,RITM102449,2025-06-09,E11086,2025-08-28
G202299,E10807,TMS,Superuser,RITM102597,2025-06-09,E11086,2025-12-17
G202300,E10824,GL01,Administrator,RITM102606,2025-06-09,E10141,
G202301,E10501,LSP,Standard User,RITM100943,2025-06-10,E10682,
G202302,E10148,LSP,Read Only,RITM100273,2025-06-11,E10581,2025-07-22
